hryear4,pesex,peernlab,peerncov,peage,ptdtrace,pehspnon,peeduca,prcitshp,gestfips,pworwgt,peio1ocd
2012,2,2,2,32,1,2,36,5,06,120993302,3255
2012,2,1,-1,50,1,2,44,1,06,120779442,3255
2012,2,2,2,31,1,2,41,1,08,61778117,3255
2012,2,2,2,51,1,2,42,1,08,59608459,3255
2012,2,2,2,51,4,2,44,1,08,68624801,3255
2012,2,2,2,40,1,2,43,1,08,58617438,3255
2012,2,2,2,53,1,2,43,1,08,59539261,3255
2012,2,2,2,23,1,1,43,1,09,63599472,3255
2012,2,2,2,45,1,2,42,1,09,50834424,3255
2012,2,2,2,35,1,2,41,1,09,50891442,3255
2012,2,2,2,61,1,2,45,1,09,47664757,3255
2012,2,2,2,25,1,2,43,1,09,51977635,3255
2012,2,2,2,39,1,2,44,1,09,50891442,3255
2012,2,2,2,41,1,2,43,1,10,14739333,3255
2012,2,2,2,38,1,2,44,1,10,16563745,3255
2012,2,2,2,73,1,2,41,1,10,15158585,3255
2012,2,2,1,57,1,2,44,1,10,16262560,3255
2012,2,2,2,55,1,2,43,1,10,16262560,3255
2012,2,2,2,40,1,2,43,1,10,15423557,3255
2012,2,2,2,59,1,2,44,1,10,16262560,3255
2012,2,2,2,51,1,2,43,4,10,14998197,3255
2012,2,2,2,48,1,2,43,1,10,16259531,3255
2012,2,2,2,45,1,2,43,1,10,16259531,3255
2012,2,2,2,36,1,2,43,1,10,16563745,3255
2012,1,2,2,23,1,2,43,1,11,14907411,3255
2012,2,2,2,67,2,2,43,1,11,9849362,3255
2012,2,1,-1,30,2,2,44,4,11,10935302,3255
2012,2,2,2,53,1,2,43,1,11,12999537,3255
2012,2,2,2,55,1,2,43,1,12,136369643,3255
2012,2,2,2,49,1,2,43,1,12,136344249,3255
2012,2,2,2,57,1,2,42,1,12,136369643,3255
2012,2,2,2,57,1,2,41,1,12,135906545,3255
2012,1,2,2,52,1,2,42,1,12,129333772,3255
2012,2,2,2,65,2,2,43,4,12,88420829,3255
2012,2,2,2,58,1,1,43,4,12,127482324,3255
2012,2,2,2,63,2,2,43,4,12,107197389,3255
2012,1,2,2,62,1,2,45,1,12,133488510,3255
2012,2,2,2,38,1,2,43,1,12,160269362,3255
2012,2,2,2,30,1,1,43,1,12,176898990,3255
2012,2,2,2,47,1,2,41,1,13,174696232,3255
2012,2,2,2,59,2,2,43,1,13,175907290,3255
2012,2,2,2,49,1,2,43,1,13,181962692,3255
2012,2,2,2,48,1,2,42,1,13,171217716,3255
2012,2,2,2,24,2,2,43,1,13,172540164,3255
2012,2,2,2,47,1,2,43,1,13,179726794,3255
2012,2,2,2,28,1,2,43,1,13,124133941,3255
2012,2,2,2,46,1,2,43,4,13,179726794,3255
2012,2,1,-1,58,4,2,43,4,15,23191361,3255
2012,2,2,2,63,4,2,43,5,15,23257778,3255
2012,2,2,2,48,21,2,43,1,15,20013196,3255
2012,2,2,2,29,1,2,43,1,16,49472330,3255
2012,1,2,2,53,1,2,44,1,16,55894147,3255
2012,2,2,2,26,1,2,42,1,16,51218004,3255
2012,2,2,2,56,1,1,45,1,17,113973176,3255
2012,2,2,2,42,1,2,43,1,17,98057159,3255
2012,2,2,2,24,1,2,43,1,17,110689814,3255
2012,2,1,-1,25,1,2,43,1,17,107553628,3255
2012,2,2,2,27,1,2,41,1,17,105665561,3255
2012,2,2,2,63,1,2,43,1,17,110300663,3255
2012,2,2,2,45,1,2,43,4,17,118194837,3255
2012,2,2,2,24,1,2,43,1,17,105894821,3255
2012,2,2,2,54,1,2,43,1,17,109062088,3255
2012,2,2,2,42,1,2,41,1,17,94865622,3255
2012,2,2,2,60,1,2,43,1,18,105204089,3255
2012,2,2,2,42,3,2,41,1,19,35417558,3255
2012,2,2,2,62,1,2,43,1,19,44422359,3255
2012,2,2,2,41,1,2,42,1,19,38722564,3255
2012,2,2,2,49,1,2,41,1,19,45325467,3255
2012,2,2,2,44,1,2,43,1,19,38722564,3255
2012,2,2,2,24,1,2,41,1,19,43711173,3255
2012,2,2,2,58,1,2,42,1,19,45720151,3255
2012,2,2,2,36,1,2,41,1,19,42459653,3255
2012,2,2,2,29,1,2,41,1,19,43365883,3255
2012,2,2,2,74,1,2,43,1,20,51285683,3255
2012,2,2,2,58,1,2,43,1,20,55020735,3255
2012,2,1,-1,54,1,2,42,1,20,50743048,3255
2012,2,2,2,24,4,2,43,4,20,60702427,3255
2012,2,2,2,33,1,2,43,1,20,52420769,3255
2012,2,2,2,41,1,2,43,1,20,48413686,3255
2012,1,2,2,60,1,2,41,1,21,77021273,3255
2012,2,2,2,38,1,2,43,1,21,69129675,3255
2012,1,2,2,42,1,2,42,1,21,67688747,3255
2012,2,1,-1,49,1,2,41,1,21,97391166,3255
2012,1,2,2,24,1,2,43,1,22,148025654,3255
2012,2,2,2,38,2,2,42,1,22,124177639,3255
2012,2,2,2,57,2,2,41,1,22,124444428,3255
2012,2,2,2,54,1,2,44,1,22,120940083,3255
2012,1,2,1,46,1,2,43,1,22,111538558,3255
2012,2,2,2,47,2,2,40,1,22,103295763,3255
2012,2,2,2,47,1,2,44,1,23,22822163,3255
2012,2,2,2,50,1,2,41,1,23,22198581,3255
2012,2,2,2,66,1,2,41,1,23,20657628,3255
2012,2,2,2,34,1,2,42,1,23,21730231,3255
2012,2,2,2,39,1,2,43,1,23,23005975,3255
2012,2,2,2,58,1,2,43,1,23,22747567,3255
2012,1,2,2,52,1,2,43,1,23,21251829,3255
2012,2,2,2,31,1,2,43,1,23,21730231,3255
2012,2,2,2,48,1,2,43,1,23,22743331,3255
2012,2,2,2,40,2,2,41,5,24,61981272,3255
2012,2,2,2,68,1,2,42,1,24,67148058,3255
2012,2,2,2,40,1,2,43,1,24,70736355,3255
2012,2,2,2,71,1,2,42,1,24,68921974,3255
2012,2,1,-1,40,4,2,43,3,24,87747514,3255
2012,2,2,2,47,2,2,43,1,24,68393409,3255
2012,2,1,-1,38,1,2,43,5,24,75965549,3255
2012,1,2,1,53,1,2,44,1,25,117055498,3255
2012,2,2,2,53,1,2,43,1,25,115608184,3255
2012,2,1,-1,49,2,2,43,4,25,121908614,3255
2012,2,2,2,63,1,2,43,1,25,111804551,3255
2012,2,2,2,60,1,2,43,1,25,122833513,3255
2012,2,1,-1,53,1,2,43,1,25,110512372,3255
2012,2,2,2,53,1,2,41,1,25,110512372,3255
2012,2,2,1,42,1,2,41,1,25,114649385,3255
2012,2,2,2,37,1,2,44,1,25,124078342,3255
2012,2,2,2,43,1,2,43,1,26,93430690,3255
2012,2,2,2,53,1,2,43,1,26,122690916,3255
2012,2,1,-1,46,1,2,43,1,26,136821831,3255
2012,2,1,-1,25,1,2,43,1,26,107149926,3255
2012,2,1,-1,41,1,2,41,1,27,54154878,3255
2012,1,2,2,38,2,2,44,4,27,72049289,3255
2012,2,2,2,27,2,2,43,5,27,57143135,3255
2012,2,2,2,53,1,2,43,1,27,61152386,3255
2012,2,2,2,39,1,2,41,1,27,56283945,3255
2012,2,1,-1,56,1,2,41,1,27,64170613,3255
2012,2,2,2,51,1,2,41,1,27,59181552,3255
2012,1,2,2,54,1,2,44,1,27,63608038,3255
2012,2,2,2,42,1,2,43,1,27,52409562,3255
2012,2,1,-1,38,1,2,40,1,27,56283945,3255
2012,2,2,2,35,1,2,44,1,27,59166000,3255
2012,2,2,2,40,1,2,43,1,27,54201691,3255
2012,2,2,1,56,1,2,43,1,28,102888392,3255
2012,2,2,2,34,1,2,43,1,28,93128304,3255
2012,2,2,2,36,2,2,41,1,28,86564094,3255
2012,1,2,2,64,1,2,42,1,28,91887261,3255
2012,2,2,2,35,1,2,43,1,29,107067708,3255
2012,2,2,2,34,7,2,43,1,29,178737852,3255
2012,2,2,2,62,1,2,41,1,29,97513820,3255
2012,2,2,2,57,1,2,41,1,29,100395573,3255
2012,2,2,2,39,1,2,42,1,29,109432689,3255
2012,2,1,-1,36,1,2,42,1,30,27773724,3255
2012,1,2,2,34,1,2,43,1,30,32086830,3255
2012,2,2,2,44,1,2,43,1,31,39757578,3255
2012,2,2,2,35,1,2,44,4,31,42696662,3255
2012,2,2,2,52,1,2,41,1,31,34616125,3255
2012,2,2,2,26,1,2,43,1,31,39486956,3255
2012,2,2,2,25,1,2,43,1,31,39486956,3255
2012,2,2,2,60,1,2,42,1,31,36779578,3255
2012,2,2,2,42,1,2,42,1,32,49617104,3255
2012,2,2,2,61,1,2,39,1,33,19109965,3255
2012,2,2,2,46,1,2,42,1,33,19498471,3255
2012,1,2,2,63,1,2,43,1,33,19492582,3255
2012,2,2,2,23,1,2,43,1,33,19449810,3255
2012,2,2,2,25,1,2,43,1,33,18898736,3255
2012,2,2,2,52,1,2,43,1,33,18205261,3255
2012,2,2,2,38,1,2,43,1,34,116465313,3255
2012,2,2,2,54,1,2,42,1,34,114024014,3255
2012,2,2,2,40,4,2,43,5,34,134528637,3255
2012,2,2,2,42,1,2,43,1,34,108448261,3255
2012,2,2,2,30,1,2,43,4,34,116401990,3255
2012,2,2,2,56,1,2,42,1,34,123636347,3255
2012,1,2,2,43,4,2,43,5,34,148332943,3255
2012,2,2,2,37,4,2,43,4,34,193338768,3255
2012,2,1,-1,41,1,2,43,1,34,108448261,3255
2012,2,2,2,48,1,2,44,1,35,63935933,3255
2012,2,2,2,22,1,2,42,1,35,70674648,3255
2012,2,2,2,57,1,1,42,1,35,58961965,3255
2012,2,2,2,46,1,2,43,1,36,108122260,3255
2012,2,2,2,62,1,2,44,1,36,105967929,3255
2012,2,2,2,49,1,2,40,1,36,120513828,3255
2012,2,1,-1,75,1,2,45,1,36,124150050,3255
2012,2,2,2,57,1,2,42,1,36,120536273,3255
2012,2,1,-1,43,1,2,42,1,36,117096586,3255
2012,2,1,-1,54,1,2,43,1,36,121745259,3255
2012,1,2,2,48,1,2,43,1,36,120989130,3255
2012,2,1,-1,35,1,2,41,1,36,114824377,3255
2012,2,2,2,36,1,2,39,1,36,114824377,3255
2012,2,2,2,49,1,2,43,1,36,131983919,3255
2012,2,2,2,33,1,2,41,1,36,125684593,3255
2012,1,2,2,55,1,2,41,1,36,120368825,3255
2012,2,1,-1,46,1,2,42,1,36,120513828,3255
2012,2,2,2,52,1,2,41,1,36,111164961,3255
2012,2,2,2,59,2,2,42,4,36,127959588,3255
2012,2,2,2,56,1,2,44,1,36,126088518,3255
2012,2,1,-1,52,1,2,42,1,36,111164961,3255
2012,2,2,2,26,1,2,43,1,37,150328818,3255
2012,2,2,2,44,1,2,43,1,37,137931879,3255
2012,2,2,2,40,1,2,43,1,37,137931879,3255
2012,2,2,2,33,1,2,43,1,37,148047973,3255
2012,2,2,2,39,1,2,40,1,37,148128511,3255
2012,2,2,2,49,1,2,43,1,37,134187021,3255
2012,2,2,2,58,1,2,41,5,37,135530199,3255
2012,2,2,2,49,1,2,42,1,37,133056568,3255
2012,2,2,2,40,1,2,43,1,37,138211625,3255
2012,2,2,2,54,1,2,43,1,38,15857281,3255
2012,1,2,2,42,1,2,43,1,38,17061921,3255
2012,2,2,2,27,1,2,41,1,38,19041176,3255
2012,2,2,2,23,1,2,43,1,38,19079082,3255
2012,1,2,1,47,4,2,43,4,38,19745310,3255
2012,2,2,2,57,1,2,43,1,38,17635804,3255
2012,2,2,2,41,1,2,43,1,39,117326052,3255
2012,2,2,2,66,1,2,41,1,39,119944548,3255
2012,2,2,2,59,1,2,41,1,39,132079376,3255
2012,2,2,2,49,1,2,42,1,39,122795126,3255
2012,2,2,2,31,1,2,43,1,39,124224607,3255
2012,2,2,2,35,1,2,43,1,39,125999396,3255
2012,2,2,2,47,4,2,43,4,39,124191945,3255
2012,2,2,2,36,1,2,42,1,39,125999396,3255
2012,2,2,2,38,1,2,42,1,39,115018741,3255
2012,1,1,-1,43,1,2,41,1,41,85365677,3255
2012,2,2,2,46,1,2,42,1,41,98056772,3255
2012,1,1,-1,44,1,2,43,1,42,100878544,3255
2012,2,2,2,24,1,2,43,1,42,121276291,3255
2012,2,2,2,23,1,2,43,1,42,121276291,3255
2012,2,2,2,64,4,2,42,4,42,143731556,3255
2012,2,2,2,53,1,2,40,1,42,122330426,3255
2012,2,2,2,52,1,2,44,1,42,121735034,3255
2012,2,1,-1,55,1,2,42,1,42,129018344,3255
2012,2,2,2,49,1,2,43,1,42,128994319,3255
2012,2,2,2,31,1,2,43,1,42,108409268,3255
2012,2,2,2,37,1,2,43,1,42,110972805,3255
2012,2,2,2,52,1,2,42,1,42,121408301,3255
2012,2,2,2,58,1,2,44,1,42,132944324,3255
2012,2,1,-1,29,1,2,43,1,42,114154411,3255
2012,2,2,2,50,1,2,43,1,42,122608325,3255
2012,2,2,2,44,1,2,43,1,42,104075125,3255
2012,1,2,2,35,1,2,38,1,44,21274699,3255
2012,2,2,2,33,1,2,43,1,44,19236631,3255
2012,2,2,2,51,1,2,43,1,44,16128285,3255
2012,2,2,2,53,1,2,43,3,44,16128285,3255
2012,2,1,-1,26,1,2,43,1,44,18624782,3255
2012,2,2,2,51,1,2,43,1,44,16128285,3255
2012,2,1,-1,39,1,2,43,1,44,18235575,3255
2012,1,2,2,49,1,2,41,1,44,16660954,3255
2012,2,2,2,28,1,2,43,1,45,144722825,3255
2012,2,2,2,27,2,2,43,1,45,99005970,3255
2012,2,2,2,33,1,2,43,1,45,154001137,3255
2012,2,2,1,23,1,2,43,1,45,146284864,3255
2012,2,2,2,41,1,2,42,1,45,129589866,3255
2012,2,2,2,29,1,2,43,1,46,11601959,3255
2012,2,2,2,29,1,2,43,1,46,11601539,3255
2012,2,2,2,56,1,2,42,1,46,15031756,3255
2012,2,2,2,60,1,2,43,1,46,15483752,3255
2012,2,2,2,51,1,2,42,3,46,14572965,3255
2012,2,2,2,33,1,2,43,1,46,15533174,3255
2012,2,2,2,27,1,2,43,1,46,15873334,3255
2012,2,1,-1,27,1,2,43,1,46,15873334,3255
2012,1,2,2,45,1,2,41,1,46,19321305,3255
2012,2,2,2,37,1,2,41,1,46,15541624,3255
2012,2,2,2,32,1,2,43,1,47,175970676,3255
2012,2,2,2,46,2,2,44,4,47,164861155,3255
2012,2,2,2,24,1,2,43,1,47,178530070,3255
2012,2,2,2,55,1,2,41,1,47,122120455,3255
2012,2,2,2,26,1,2,43,1,47,160308436,3255
2012,2,2,2,32,1,2,41,1,47,156873083,3255
2012,2,2,2,51,1,2,42,1,47,110737427,3255
2012,2,2,2,38,1,2,41,1,47,169846667,3255
2012,2,2,2,28,1,2,41,1,48,139865976,3255
2012,2,1,-1,54,1,1,43,4,48,126076595,3255
2012,2,2,2,44,1,1,43,1,48,135787645,3255
2012,2,2,2,28,1,1,43,1,48,114365924,3255
2012,2,2,2,48,1,1,43,1,48,119126629,3255
2012,2,2,2,36,2,2,43,1,48,186373830,3255
2012,2,2,2,44,1,2,41,1,48,110840740,3255
2012,2,2,2,33,1,2,43,1,48,125973854,3255
2012,2,2,2,29,1,2,43,1,48,135054522,3255
2012,2,2,2,54,1,2,43,1,48,119247803,3255
2012,2,2,2,40,2,2,42,1,48,102953777,3255
2012,2,2,2,46,2,2,41,1,48,126251331,3255
2012,2,2,2,65,1,2,41,1,48,112643222,3255
2012,2,2,2,49,1,2,41,1,48,126912188,3255
2012,2,2,2,56,1,2,41,1,48,123239949,3255
2012,2,2,2,54,1,2,42,1,49,54248083,3255
2012,2,2,2,49,1,2,43,1,49,58810295,3255
2012,1,2,2,23,1,2,43,1,49,91991850,3255
2012,2,2,2,26,1,2,41,1,50,14417596,3255
2012,2,2,2,64,1,2,42,1,50,13796205,3255
2012,2,2,2,25,1,2,43,1,50,15252204,3255
2012,2,2,2,47,1,2,43,1,50,14783594,3255
2012,1,1,-1,45,1,2,43,1,50,14860063,3255
2012,2,1,-1,40,1,2,42,1,50,13144591,3255
2012,2,1,-1,40,1,2,43,1,50,13144591,3255
2012,2,2,2,34,2,2,44,1,51,92832876,3255
2012,2,2,2,54,1,2,43,1,51,99662029,3255
2012,2,2,2,28,1,2,41,1,51,156517793,3255
2012,2,2,2,33,1,2,43,1,51,151609166,3255
2012,2,2,2,51,4,2,43,4,53,102797559,3255
2012,1,1,-1,38,4,2,43,4,53,133978587,3255
2012,2,1,-1,37,4,2,43,4,53,163457156,3255
2012,2,2,2,56,4,2,43,4,53,102974369,3255
2012,2,2,2,42,1,2,44,1,53,93696040,3255
2012,2,2,2,29,4,2,42,4,53,103443455,3255
2012,2,2,2,39,1,2,42,1,53,97756600,3255
2012,2,2,2,50,1,2,43,1,54,39268330,3255
2012,1,2,2,34,1,2,40,1,54,44844456,3255
2012,2,2,2,60,1,2,43,1,54,42909845,3255
2012,2,2,2,57,1,2,43,1,55,80484824,3255
2012,2,2,2,35,1,2,43,1,55,92894331,3255
2012,2,2,2,71,1,2,44,1,55,77369213,3255
2012,2,2,2,49,1,2,41,1,55,82988429,3255
2012,2,2,2,55,1,2,42,1,55,85493109,3255
2012,2,2,2,51,1,2,43,1,55,76550597,3255
2012,2,2,2,24,1,2,42,1,56,14177518,3255
2012,2,2,2,64,1,2,41,1,56,11713783,3255
2012,2,2,2,66,1,2,41,1,56,11401026,3255
2012,2,2,2,33,1,2,41,1,56,13478242,3255
2013,2,2,2,45,5,2,43,3,01,109910965,3255
2013,2,2,2,45,5,2,43,1,01,109910965,3255
2013,2,2,2,58,1,2,43,1,02,22138512,3255
2013,2,2,2,64,1,2,41,1,02,19609929,3255
2013,2,2,2,29,1,2,43,1,02,20784350,3255
2013,2,1,-1,62,1,2,43,1,02,21007652,3255
2013,2,1,-1,57,1,2,43,1,02,21813444,3255
2013,2,2,2,34,1,2,42,1,04,139850716,3255
2013,2,2,2,48,2,2,41,1,04,143882437,3255
2013,2,2,1,52,2,2,43,1,05,56138582,3255
2013,2,2,2,47,1,2,42,1,05,83028227,3255
2013,2,2,2,41,1,2,42,1,05,93371787,3255
2013,2,2,2,41,1,2,43,1,05,86592958,3255
2013,2,2,2,58,1,2,44,1,05,78700203,3255
2013,2,1,-1,47,4,2,43,4,06,128725799,3255
2013,1,2,2,31,1,1,39,5,06,116666152,3255
2013,2,2,2,28,1,2,42,1,06,128356562,3255
2013,2,1,-1,47,5,2,43,4,06,115774014,3255
2013,2,2,2,31,4,2,42,5,06,109434175,3255
2013,2,2,2,43,4,2,41,4,06,130660052,3255
2013,1,2,2,34,11,2,43,3,06,168309431,3255
2013,2,2,2,42,1,2,43,1,06,118327056,3255
2013,2,2,2,59,1,2,42,1,06,109133304,3255
2013,2,2,2,63,1,1,35,1,06,111259170,3255
2013,2,1,-1,30,1,2,43,1,06,126522555,3255
2013,2,2,2,38,4,2,44,4,06,134667927,3255
2013,2,2,2,57,4,2,43,4,06,122562810,3255
2013,2,2,2,39,4,2,43,4,06,153227894,3255
2013,2,1,-1,53,1,2,43,1,06,114297905,3255
2013,2,2,2,62,1,1,41,1,06,127796144,3255
2013,2,1,-1,43,4,2,43,4,06,148667653,3255
2013,2,1,-1,50,1,2,43,1,06,111670598,3255
2013,2,1,-1,38,2,2,42,1,06,128452329,3255
2013,2,2,2,67,1,2,39,1,06,114850822,3255
2013,2,2,2,42,1,2,42,1,06,119361016,3255
2013,2,1,-1,33,1,2,43,5,06,132251048,3255
2013,1,2,2,53,1,2,43,1,06,119412670,3255
2013,1,1,-1,36,1,1,42,3,06,181713234,3255
2013,2,2,2,36,1,2,43,1,06,111585713,3255
2013,2,2,2,56,1,2,44,1,06,121343136,3255
2013,1,1,-1,34,4,2,43,1,06,148961027,3255
2013,2,1,-1,27,4,2,43,5,06,141018651,3255
2013,1,1,-1,39,1,1,44,1,06,178518954,3255
2013,2,1,-1,48,1,2,44,1,06,132455863,3255
2013,2,2,2,50,1,1,41,4,06,125404158,3255
2013,2,2,2,43,2,2,43,1,06,123026958,3255
2013,2,1,-1,47,1,2,43,1,06,132562701,3255
2013,2,2,2,30,1,2,43,1,08,63033899,3255
2013,2,2,2,43,1,2,43,1,08,58950878,3255
2013,1,2,2,37,2,2,43,4,08,69335996,3255
2013,2,2,2,31,1,2,43,1,08,63033899,3255
2013,2,2,2,30,1,2,43,1,08,63033899,3255
2013,2,2,2,52,1,2,42,1,08,63012693,3255
2013,2,1,-1,41,1,2,44,1,08,60105362,3255
2013,2,2,2,52,4,2,44,1,08,74158631,3255
2013,1,2,2,51,1,2,43,1,08,64612679,3255
2013,2,2,2,24,1,1,43,1,09,68048364,3255
2013,1,2,2,80,4,2,43,1,09,48354093,3255
2013,2,2,2,63,1,2,40,1,09,43596646,3255
2013,2,2,2,26,1,2,43,1,09,55633220,3255
2013,2,1,-1,58,1,2,44,1,09,49132688,3255
2013,2,2,2,46,2,2,43,4,09,63448481,3255
2013,2,1,-1,54,1,2,42,1,09,44002670,3255
2013,2,1,-1,40,1,2,41,1,09,51286160,3255
2013,2,2,2,48,1,2,43,1,10,16050599,3255
2013,2,2,2,42,1,2,43,1,10,17413239,3255
2013,2,2,2,40,1,2,44,1,10,17413239,3255
2013,2,2,2,29,1,2,43,1,10,18889200,3255
2013,2,2,2,56,1,2,43,1,10,16012251,3255
2013,2,2,2,58,1,2,43,1,10,16557887,3255
2013,2,2,2,34,1,2,44,1,10,18619304,3255
2013,2,2,2,52,1,2,42,4,10,14340387,3255
2013,2,2,2,35,2,2,43,4,11,17523907,3255
2013,2,1,-1,30,1,2,43,1,11,14519657,3255
2013,1,2,2,30,1,2,43,1,11,13801097,3255
2013,2,2,2,54,1,2,43,1,11,9910104,3255
2013,2,2,2,54,2,2,43,1,11,10397451,3255
2013,1,2,2,43,1,1,43,2,12,148009688,3255
2013,2,2,2,28,1,2,43,1,12,148183533,3255
2013,2,2,2,58,1,2,41,1,12,141193457,3255
2013,2,2,2,45,1,2,43,1,12,140520319,3255
2013,1,2,2,53,1,2,42,1,12,125017582,3255
2013,2,2,2,23,1,2,42,1,12,184998955,3255
2013,2,2,2,59,1,1,43,4,12,132950312,3255
2013,2,2,2,63,2,2,43,4,12,127738499,3255
2013,1,2,2,63,1,2,45,1,12,135715480,3255
2013,2,2,2,57,1,2,45,1,12,140184588,3255
2013,2,2,2,51,1,2,41,1,12,126882114,3255
2013,2,2,2,39,1,2,43,1,12,142284838,3255
2013,2,2,2,47,1,2,42,1,12,142013870,3255
2013,2,2,2,26,1,2,43,1,12,153134770,3255
2013,2,2,2,45,1,2,42,1,12,139011235,3255
2013,2,2,2,48,1,2,41,1,13,158856509,3255
2013,2,2,2,48,1,2,42,1,13,158856509,3255
2013,2,2,2,32,4,2,46,4,13,105667885,3255
2013,2,2,2,52,1,2,45,1,13,140278364,3255
2013,2,2,2,48,1,2,41,1,13,158856509,3255
2013,2,2,2,28,1,2,42,1,13,126471483,3255
2013,2,2,2,47,1,2,43,4,13,158044678,3255
2013,2,1,-1,45,4,1,43,1,15,37277912,3255
2013,1,2,1,62,4,2,43,4,15,28535132,3255
2013,1,2,2,35,4,2,43,4,15,19862453,3255
2013,2,2,2,36,4,2,43,4,15,25999034,3255
2013,2,2,2,58,1,2,44,1,15,23573206,3255
2013,2,2,2,47,5,2,41,1,15,21662572,3255
2013,2,2,2,30,1,2,43,1,16,53752314,3255
2013,2,2,2,45,1,2,43,1,16,58190622,3255
2013,1,2,2,39,4,2,44,5,17,127158252,3255
2013,2,2,2,28,1,2,41,1,17,117553071,3255
2013,2,2,2,36,10,2,42,1,17,107603334,3255
2013,2,2,2,24,1,2,42,1,17,143021707,3255
2013,2,2,2,46,1,2,43,4,17,130015098,3255
2013,2,2,2,25,1,2,43,1,17,122777219,3255
2013,2,2,2,55,1,2,43,1,17,135698542,3255
2013,2,2,2,60,1,2,41,1,17,126576007,3255
2013,2,2,2,26,1,2,43,1,17,118916120,3255
2013,2,2,1,34,2,2,43,1,18,97721416,3255
2013,2,2,2,25,2,2,43,1,18,138035558,3255
2013,2,2,2,29,2,2,43,1,18,135642561,3255
2013,2,2,2,32,5,2,42,3,18,190149082,3255
2013,1,2,2,60,1,2,43,1,18,125839694,3255
2013,2,2,2,24,1,2,43,1,19,56151080,3255
2013,2,2,2,26,1,2,41,1,19,46073765,3255
2013,2,2,2,43,3,2,42,1,19,40971846,3255
2013,2,2,2,44,1,2,41,1,19,42456547,3255
2013,2,2,2,48,1,2,43,1,19,48046801,3255
2013,2,2,2,50,1,2,44,1,19,42927354,3255
2013,2,2,2,25,1,2,41,1,19,46055202,3255
2013,2,2,2,33,1,2,42,1,19,45397148,3255
2013,2,2,2,37,1,2,41,1,19,43841866,3255
2013,2,2,2,59,1,2,43,1,20,57371906,3255
2013,2,2,2,40,1,2,41,1,20,52068378,3255
2013,2,2,2,52,1,2,43,1,20,49729889,3255
2013,2,2,2,46,1,2,41,1,20,56091751,3255
2013,1,2,2,61,1,2,41,1,21,91681882,3255
2013,2,2,2,39,1,2,43,1,21,86118005,3255
2013,2,2,2,51,1,2,42,1,21,82497347,3255
2013,1,2,2,43,1,2,42,1,21,87456360,3255
2013,2,2,2,58,2,2,41,1,22,103593999,3255
2013,2,2,2,48,1,2,42,1,22,102235372,3255
2013,2,2,2,59,1,2,42,1,23,26301068,3255
2013,2,1,-1,44,1,2,42,1,23,23518364,3255
2013,2,2,2,55,1,2,41,1,23,26301068,3255
2013,2,2,2,46,1,2,41,1,23,25494545,3255
2013,2,2,2,50,1,2,41,1,23,23829328,3255
2013,2,2,2,35,1,2,42,1,23,23912926,3255
2013,2,2,2,39,1,2,43,1,23,24191491,3255
2013,2,2,2,59,1,2,43,1,23,26301068,3255
2013,2,2,2,50,1,2,43,1,23,23554934,3255
2013,1,2,2,52,1,2,42,1,23,22358871,3255
2013,2,2,2,49,1,2,43,1,23,26364057,3255
2013,2,2,2,25,4,2,43,4,24,69695365,3255
2013,2,2,2,55,1,2,43,1,24,70717391,3255
2013,2,2,2,49,1,2,42,1,24,70886754,3255
2013,2,1,-1,41,4,2,43,3,24,73475716,3255
2013,1,1,-1,48,1,2,43,1,24,79298357,3255
2013,2,2,2,32,4,2,43,4,24,56054561,3255
2013,2,2,2,58,1,2,42,1,24,70717391,3255
2013,2,2,2,36,4,2,43,4,25,197390533,3255
2013,1,2,2,54,1,2,44,1,25,118498727,3255
2013,2,2,2,54,1,2,43,1,25,104083770,3255
2013,2,2,2,49,2,2,43,4,25,141031425,3255
2013,2,2,2,64,1,2,43,1,25,99369494,3255
2013,2,1,-1,54,1,2,43,1,25,100294941,3255
2013,2,2,2,55,1,2,43,1,25,116218298,3255
2013,2,2,2,51,1,2,42,1,25,104083770,3255
2013,2,1,-1,43,1,2,41,1,25,150178140,3255
2013,2,2,2,62,1,2,41,1,25,107850905,3255
2013,2,2,2,27,1,2,43,1,26,120748574,3255
2013,2,1,-1,26,1,2,41,1,26,119544612,3255
2013,2,2,2,36,1,2,41,1,26,110807886,3255
2013,2,2,2,45,1,2,43,1,27,110250742,3255
2013,2,1,-1,31,1,2,42,1,27,64417023,3255
2013,1,2,2,39,2,2,44,4,27,58264831,3255
2013,2,2,2,33,1,2,43,1,27,64417023,3255
2013,2,2,2,52,1,2,41,1,27,60618781,3255
2013,2,2,2,60,1,2,43,1,27,65185645,3255
2013,2,1,-1,29,1,2,43,1,27,65350779,3255
2013,2,2,2,41,1,2,43,1,27,60296487,3255
2013,2,2,2,37,2,2,41,1,28,121309239,3255
2013,1,2,2,65,1,2,42,1,28,87821646,3255
2013,2,2,2,61,4,2,43,4,29,110573733,3255
2013,2,2,1,40,1,2,43,1,29,91221046,3255
2013,2,2,2,55,1,2,41,1,29,96265790,3255
2013,2,2,1,63,1,2,41,1,29,85419009,3255
2013,2,2,2,58,1,2,41,1,29,108175923,3255
2013,2,2,2,35,1,2,41,1,29,100789274,3255
2013,2,2,2,37,1,2,42,1,30,33138238,3255
2013,2,2,2,43,1,2,43,1,30,33805137,3255
2013,2,1,-1,50,1,2,43,1,30,31716354,3255
